Date,Coin,Qty,Side,Price,Note
03/08 04:57:21,KRW-NEAR,0.847457627118644,buy,11800.0,Bollinger Band Upper
03/08 04:57:33,KRW-NEAR,1.28092059,sell,11780.0,Sell-4: 11822<12008and11780.0<11822
03/08 04:57:39,KRW-CVC,32.467532467532465,buy,308.0,Bollinger Band Upper
03/08 04:57:52,KRW-CVC,48.90150974,sell,308.0,Sell-4: 308<312and309.0<308
03/08 04:57:59,KRW-POLY,20.964360587002098,buy,477.0,Bollinger Band Upper
03/08 04:58:12,KRW-POLY,31.44244444,sell,477.0,Sell-4: 478<481and477.0<478
03/08 04:58:15,KRW-NEAR,0.8525149190110827,buy,11730.0,Bollinger Band Upper
03/08 04:58:27,KRW-NEAR,1.27358205,sell,11780.0,Sell-4: 11822<12008and11790.0<11822
03/08 04:58:34,KRW-CVC,32.467532467532465,buy,308.0,Bollinger Band Upper
03/08 04:58:46,KRW-CVC,48.6611672,sell,308.0,Sell-4: 308<312and308.0<308
03/08 04:58:55,KRW-POLY,21.008403361344538,buy,476.0,Bollinger Band Upper
03/08 04:59:07,KRW-POLY,31.35364096,sell,476.0,Sell-4: 478<481and476.0<478
03/08 04:59:11,KRW-NEAR,0.8453085376162299,buy,11830.0,Bollinger Band Upper
03/08 04:59:23,KRW-NEAR,1.25661335,sell,11830.0,Sell-4: 11832<12011and11840.0<11832
03/08 04:59:38,KRW-POLY,21.008403361344538,buy,476.0,Bollinger Band Upper
03/08 04:59:50,KRW-POLY,31.19958235,sell,477.0,Sell-4: 478<481and477.0<478
03/08 04:59:53,KRW-NEAR,0.8481764206955047,buy,11790.0,Bollinger Band Upper
03/08 05:00:06,KRW-NEAR,1.25837357,sell,11800.0,Sell-4: 11808<11996and11810.0<11808
03/08 05:00:23,KRW-NEAR,0.8488964346349746,buy,11780.0,Bollinger Band Upper
03/08 05:00:37,KRW-NEAR,1.25711668,sell,11810.0,Sell-4: 11810<11996and11810.0<11810
03/08 05:02:09,KRW-NEAR,0.8488964346349746,buy,11780.0,Bollinger Band Upper
03/08 05:02:23,KRW-NEAR,1.25799145,sell,11770.0,Sell-4: 11802<11994and11770.0<11802
03/08 05:02:29,KRW-CVC,32.57328990228013,buy,307.0,Bollinger Band Upper
03/08 05:02:43,KRW-CVC,47.9445409,sell,307.0,Sell-4: 308<311and308.0<308
03/08 05:02:54,KRW-NEAR,0.8503401360544217,buy,11760.0,Bollinger Band Upper
03/08 05:03:06,KRW-NEAR,1.25038643,sell,11730.0,Sell-4: 11794<11992and11750.0<11794
03/08 05:03:12,KRW-CVC,32.57328990228013,buy,307.0,Bollinger Band Upper
03/08 05:03:29,KRW-CVC,47.57340292,sell,307.0,Sell-4: 308<311and308.0<308
03/08 05:03:40,KRW-NEAR,0.8532423208191127,buy,11720.0,Bollinger Band Upper
03/08 05:03:52,KRW-NEAR,1.24494171,sell,11730.0,Sell-4: 11792<11992and11730.0<11792
03/08 05:03:58,KRW-CVC,32.57328990228013,buy,307.0,Bollinger Band Upper
03/08 05:04:12,KRW-CVC,47.32532207,sell,307.0,Sell-4: 308<311and308.0<308
03/08 05:04:22,KRW-NEAR,0.8554319931565441,buy,11690.0,Bollinger Band Upper
03/08 05:04:35,KRW-NEAR,1.24056672,sell,11700.0,Sell-4: 11786<11990and11700.0<11786
03/08 05:04:40,KRW-CVC,32.57328990228013,buy,307.0,Bollinger Band Upper
03/08 05:04:53,KRW-CVC,46.9984211,sell,308.0,Sell-4: 308<311and308.0<308
03/08 05:05:03,KRW-NEAR,0.8532423208191127,buy,11720.0,Bollinger Band Upper
03/08 05:05:16,KRW-NEAR,1.22884658,sell,11740.0,Sell-4: 11766<11977and11740.0<11766
03/08 05:05:22,KRW-CVC,32.57328990228013,buy,307.0,Bollinger Band Upper
03/08 05:05:35,KRW-CVC,46.71366006,sell,308.0,Sell-4: 307<311and308.0<307
03/08 05:05:46,KRW-NEAR,0.8532423208191127,buy,11720.0,Bollinger Band Upper
03/08 05:05:59,KRW-NEAR,1.22244322,sell,11720.0,Sell-4: 11766<11977and11720.0<11766
03/08 05:06:05,KRW-CVC,32.57328990228013,buy,307.0,Bollinger Band Upper
03/08 05:06:18,KRW-CVC,46.4305909,sell,308.0,Sell-4: 307<311and308.0<307
03/08 05:06:28,KRW-NEAR,0.8525149190110827,buy,11730.0,Bollinger Band Upper
03/08 05:06:41,KRW-NEAR,1.21278446,sell,11720.0,Sell-4: 11766<11977and11740.0<11766
03/08 05:06:47,KRW-CVC,32.57328990228013,buy,307.0,Bollinger Band Upper
03/08 05:07:00,KRW-CVC,46.10327922,sell,308.0,Sell-4: 307<311and308.0<307
03/08 05:07:10,KRW-NEAR,0.851063829787234,buy,11750.0,Bollinger Band Upper
03/08 05:07:22,KRW-NEAR,1.20219468,sell,11750.0,Sell-4: 11772<11978and11750.0<11772
03/08 05:07:27,KRW-CVC,32.57328990228013,buy,307.0,Bollinger Band Upper
03/08 05:07:40,KRW-CVC,45.73988246,sell,308.0,Sell-4: 307<311and308.0<307
03/08 05:07:51,KRW-NEAR,0.8503401360544217,buy,11760.0,Bollinger Band Upper
03/08 05:08:03,KRW-NEAR,1.190864,sell,11740.0,Sell-4: 11770<11978and11750.0<11770
03/08 05:08:18,KRW-NEAR,0.851063829787234,buy,11750.0,Bollinger Band Upper
03/08 05:08:31,KRW-NEAR,1.18767406,sell,11740.0,Sell-4: 11770<11978and11750.0<11770
03/08 05:08:37,KRW-CVC,32.57328990228013,buy,307.0,Bollinger Band Upper
03/08 05:08:50,KRW-CVC,45.22573668,sell,308.0,Sell-4: 307<311and308.0<307
03/08 05:09:01,KRW-NEAR,0.8517887563884157,buy,11740.0,Bollinger Band Upper
03/08 05:09:13,KRW-NEAR,1.17948043,sell,11760.0,Sell-4: 11774<11979and11760.0<11774
03/08 05:09:19,KRW-CVC,32.57328990228013,buy,307.0,Bollinger Band Upper
03/08 05:09:32,KRW-CVC,44.98989805,sell,308.0,Sell-4: 307<311and308.0<307
03/08 05:09:43,KRW-NEAR,0.8496176720475785,buy,11770.0,Bollinger Band Upper
03/08 05:09:55,KRW-NEAR,1.17133772,sell,11780.0,Sell-4: 11778<11980and11780.0<11778
03/08 05:10:01,KRW-CVC,32.57328990228013,buy,307.0,Bollinger Band Upper
03/08 05:10:14,KRW-CVC,44.71746785,sell,308.0,Sell-4: 307<311and308.0<307
03/08 05:10:24,KRW-NEAR,0.8488964346349746,buy,11780.0,Bollinger Band Upper
03/08 05:10:36,KRW-NEAR,1.16325736,sell,11780.0,Sell-4: 11764<11967and11780.0<11764
03/08 05:10:42,KRW-CVC,32.57328990228013,buy,307.0,Bollinger Band Upper
03/08 05:10:55,KRW-CVC,44.40915876,sell,307.0,Sell-4: 307<311and308.0<307
03/08 05:11:05,KRW-NEAR,0.8503401360544217,buy,11760.0,Bollinger Band Upper
03/08 05:11:18,KRW-NEAR,1.1581842,sell,11760.0,Sell-4: 11760<11966and11760.0<11760
03/08 05:11:24,KRW-CVC,32.57328990228013,buy,307.0,Bollinger Band Upper
03/08 05:11:37,KRW-CVC,44.14018149,sell,308.0,Sell-4: 307<311and308.0<307
03/08 05:11:47,KRW-NEAR,0.8496176720475785,buy,11770.0,Bollinger Band Upper
03/08 05:11:59,KRW-NEAR,1.15019126,sell,11770.0,Sell-4: 11762<11966and11780.0<11762
03/08 05:12:05,KRW-CVC,32.57328990228013,buy,307.0,Bollinger Band Upper
03/08 05:12:18,KRW-CVC,43.91000357,sell,308.0,Sell-4: 307<311and308.0<307
03/08 05:12:27,KRW-NEAR,0.8496176720475785,buy,11770.0,Bollinger Band Upper
03/08 05:12:40,KRW-NEAR,1.14419335,sell,11770.0,Sell-4: 11762<11966and11780.0<11762
03/08 05:12:46,KRW-CVC,32.57328990228013,buy,307.0,Bollinger Band Upper
03/08 05:12:59,KRW-CVC,43.68102597,sell,308.0,Sell-4: 307<311and308.0<307
03/08 05:13:09,KRW-NEAR,0.8496176720475785,buy,11770.0,Bollinger Band Upper
03/08 05:13:22,KRW-NEAR,1.13822672,sell,11760.0,Sell-4: 11760<11966and11770.0<11760
03/08 05:13:28,KRW-CVC,32.57328990228013,buy,307.0,Bollinger Band Upper
03/08 05:13:47,KRW-CVC,43.41649025,sell,308.0,Sell-4: 307<311and308.0<307
03/08 05:13:57,KRW-NEAR,0.851063829787234,buy,11750.0,Bollinger Band Upper
03/08 05:14:09,KRW-NEAR,1.13037315,sell,11790.0,Sell-4: 11766<11968and11790.0<11766
03/08 05:15:47,KRW-AERGO,40.48582995951417,buy,247.0,Buy-2: KRW-AERGO / 243 > 242 and 59.9 <= 60 
03/08 06:55:04,KRW-AERGO,53.85646396,sell,277.0,Sell-4: 277<278and278.0<277
03/08 06:55:17,KRW-WAVES,0.36968576709796674,buy,27050.0,Buy-2: KRW-WAVES / 26848 > 26671 and 67.2 <= 60 
